,Medicine,Physical Exercise,Ext Temperature,Color MCGDM,Weight MCGDM,Color FCS,MV FCS
971,30,18,14,Blue,0.3575899092252133,Orange,0.6444444444444446
972,30,18,16,Blue,0.3605071862836007,Orange,0.6666666666666666
973,30,18,18,Blue,0.3636350981606897,Orange,0.7000000000000001
974,30,24,0,Blue,0.3557678483395727,Orange,0.6000000000000001
975,30,24,2,Blue,0.3557678483395727,Orange,0.6000000000000001
976,30,24,4,Blue,0.3557678483395727,Orange,0.6000000000000001
977,30,24,6,Blue,0.3557678483395727,Orange,0.6000000000000001
978,30,24,8,Blue,0.3557678483395727,Orange,0.6000000000000001
979,30,24,10,Blue,0.3557678483395727,Orange,0.6000000000000001
980,30,24,12,Blue,0.3592590181601573,Orange,0.6400000000000001
981,30,24,14,Blue,0.3626100351655373,Orange,0.6800000000000002
982,30,30,0,Blue,0.3557678483395727,Orange,0.6000000000000001
983,30,30,2,Blue,0.3557678483395727,Orange,0.6000000000000001
984,30,30,4,Blue,0.3557678483395727,Orange,0.6000000000000001
985,30,30,6,Blue,0.3557678483395727,Orange,0.6000000000000001
986,30,30,8,Blue,0.3557678483395727,Orange,0.6000000000000001
987,30,30,10,Blue,0.3557678483395727,Orange,0.6000000000000001
988,30,30,12,Blue,0.3592590181601573,Orange,0.6400000000000001
989,30,30,14,Blue,0.3626100351655373,Orange,0.6800000000000002
990,30,36,0,Blue,0.3582198516187946,Orange,0.6400000000000001
991,30,36,2,Blue,0.3582198516187946,Orange,0.6400000000000001
992,30,36,4,Blue,0.3582198516187946,Orange,0.6400000000000001
993,30,36,6,Blue,0.3582198516187946,Orange,0.6400000000000001
994,30,36,8,Blue,0.3582198516187946,Orange,0.6400000000000001
995,30,36,10,Blue,0.3582198516187946,Orange,0.6400000000000001
996,30,36,12,Blue,0.362140958911839,Orange,0.6857142857142859
997,30,42,0,Blue,0.3605797050055295,Orange,0.6800000000000002
998,30,42,2,Blue,0.3605797050055295,Orange,0.6800000000000002
999,30,42,4,Blue,0.3605797050055295,Orange,0.6800000000000002
1000,30,42,6,Blue,0.3605797050055295,Orange,0.6800000000000002
1001,30,42,8,Blue,0.3605797050055295,Orange,0.6800000000000002
1002,30,42,10,Blue,0.3605797050055295,Orange,0.6800000000000002
1003,35,0,14,Blue,0.3415245270856239,Orange,0.6000000000000001
1004,35,0,16,Blue,0.34471492167026563,Orange,0.6000000000000001
1005,35,0,18,Blue,0.3477749661497775,Orange,0.6000000000000001
1006,35,0,20,Blue,0.3507088721834723,Orange,0.6000000000000001
1007,35,0,22,Blue,0.35372814994599816,Orange,0.6000000000000001
1008,35,0,24,Blue,0.35623702737401114,Orange,0.6000000000000001
1009,35,0,26,Blue,0.35623702737401114,Orange,0.6000000000000001
1010,35,0,28,Blue,0.3537281499459981,Orange,0.6000000000000001
1011,35,0,30,Blue,0.3507088721834723,Orange,0.6000000000000001
1012,35,0,32,Blue,0.3507088721834723,Orange,0.6000000000000001
1013,35,0,34,Blue,0.3507088721834723,Orange,0.6000000000000001
1014,35,0,36,Blue,0.3507088721834723,Orange,0.6000000000000001
1015,35,0,38,Blue,0.3507088721834723,Orange,0.6000000000000001
1016,35,6,14,Blue,0.3415245270856239,Orange,0.6000000000000001
1017,35,6,16,Blue,0.34471492167026563,Orange,0.6000000000000001
1018,35,6,18,Blue,0.3477749661497775,Orange,0.6000000000000001
1019,35,6,20,Blue,0.3507088721834723,Orange,0.6000000000000001
1020,35,6,22,Blue,0.35372814994599816,Orange,0.6000000000000001
1021,35,6,24,Blue,0.35623702737401114,Orange,0.6000000000000001
1022,35,6,26,Blue,0.35623702737401114,Orange,0.6000000000000001
1023,35,6,28,Blue,0.3537281499459981,Orange,0.6000000000000001
1024,35,6,30,Blue,0.3507088721834723,Orange,0.6000000000000001
1025,35,6,32,Blue,0.3507088721834723,Orange,0.6000000000000001
1026,35,6,34,Blue,0.3507088721834723,Orange,0.6000000000000001
1027,35,6,36,Blue,0.3507088721834723,Orange,0.6000000000000001
1028,35,6,38,Blue,0.3507088721834723,Orange,0.6000000000000001
1029,35,12,14,Blue,0.3415245270856239,Orange,0.6000000000000001
1030,35,12,16,Blue,0.34471492167026563,Orange,0.6000000000000001
1031,35,12,18,Blue,0.3477749661497775,Orange,0.6000000000000001
1032,35,12,20,Blue,0.3507088721834723,Orange,0.6000000000000001
1033,35,12,22,Blue,0.35372814994599816,Orange,0.6000000000000001
1034,35,12,24,Blue,0.35623702737401114,Orange,0.6000000000000001
1035,35,12,26,Blue,0.35623702737401114,Orange,0.6000000000000001
1036,35,12,28,Blue,0.3537281499459981,Orange,0.6000000000000001
1037,35,12,30,Blue,0.3507088721834723,Orange,0.6000000000000001
1038,35,12,32,Blue,0.3507088721834723,Orange,0.6000000000000001
1039,35,12,34,Blue,0.3507088721834723,Orange,0.6000000000000001
1040,35,12,36,Blue,0.3507088721834723,Orange,0.6000000000000001
1041,35,12,38,Blue,0.3507088721834723,Orange,0.6000000000000001
1042,35,18,0,Blue,0.3515461585425561,Orange,0.6000000000000001
