,Visits,Mind Exercise,FamilyInt,Color MCGDM,Weight MCGDM,Color FCS,MV FCS
2450,16,18,10,Blue,0.3563309086692777,Blue,0.7111111111111114
2451,16,18,12,Blue,0.35661761192773583,Blue,0.7186450732633327
2452,16,18,14,Blue,0.3573537611955981,Blue,0.7428571428571429
2453,16,18,16,Blue,0.3573537611955981,Blue,0.7428571428571429
2454,16,18,18,Blue,0.3573537611955981,Blue,0.7428571428571429
2455,16,18,20,Blue,0.3573537611955981,Blue,0.7428571428571429
2456,16,18,22,Blue,0.3573537611955981,Blue,0.7428571428571429
2457,16,18,24,Blue,0.3573537611955981,Blue,0.7428571428571429
2458,16,18,26,Blue,0.3573537611955981,Blue,0.7428571428571429
2459,16,18,28,Blue,0.3573537611955981,Blue,0.7428571428571429
2460,16,24,0,Orange,0.3475038130048283,Orange,0.6000000000000001
2461,16,24,2,Orange,0.3475038130048283,Orange,0.6000000000000001
2462,16,24,4,Blue,0.3479081965617645,Orange,0.6857191839533688
2463,16,24,6,Blue,0.35991724203435477,Blue,0.8000000000000002
2464,16,24,8,Blue,0.36239269737782304,Blue,0.8
2465,16,24,10,Blue,0.36248399278810095,Blue,0.8
2466,16,24,12,Blue,0.3625773522785222,Blue,0.8
2467,16,24,14,Blue,0.3626727841769797,Blue,0.8
2468,16,24,16,Blue,0.3626727841769797,Blue,0.8
2469,16,24,18,Blue,0.3626727841769797,Blue,0.8
2470,16,24,20,Blue,0.3626727841769797,Blue,0.8
2471,16,24,22,Blue,0.3626727841769797,Blue,0.8
2472,16,24,24,Blue,0.3626727841769797,Blue,0.8
2473,16,24,26,Blue,0.3626727841769797,Blue,0.8
2474,16,24,28,Blue,0.3626727841769797,Blue,0.8
2475,16,30,0,Orange,0.3475038130048283,Orange,0.6000000000000001
2476,16,30,2,Orange,0.3475038130048283,Orange,0.6000000000000001
2477,16,30,4,Blue,0.3479081965617645,Orange,0.6857191839533688
2478,16,30,6,Blue,0.35991724203435477,Blue,0.8000000000000002
2479,16,30,8,Blue,0.36239269737782304,Blue,0.8
2480,16,30,10,Blue,0.36248399278810095,Blue,0.8
2481,16,30,12,Blue,0.3625773522785222,Blue,0.8
2482,16,30,14,Blue,0.3626727841769797,Blue,0.8
2483,16,30,16,Blue,0.3626727841769797,Blue,0.8
2484,16,30,18,Blue,0.3626727841769797,Blue,0.8
2485,16,30,20,Blue,0.3626727841769797,Blue,0.8
2486,16,30,22,Blue,0.3626727841769797,Blue,0.8
2487,16,30,24,Blue,0.3626727841769797,Blue,0.8
2488,16,30,26,Blue,0.3626727841769797,Blue,0.8
2489,16,30,28,Blue,0.3626727841769797,Blue,0.8
2490,16,36,0,Orange,0.3480321430879072,Orange,0.6000000000000001
2491,16,36,2,Orange,0.3480321430879072,Orange,0.6000000000000001
2492,16,36,4,Blue,0.34871860737151866,Orange,0.6915285263907253
2493,16,36,6,Blue,0.3608766643006167,Blue,0.8000000000000002
2494,16,36,8,Blue,0.3641102782030628,Blue,0.8000000000000002
2495,16,36,10,Blue,0.36455403638104156,Blue,0.8000000000000002
2496,16,36,12,Blue,0.3646597953290724,Blue,0.8000000000000002
2497,16,36,14,Blue,0.3639485486455267,Blue,0.8000000000000002
2498,16,36,16,Blue,0.3639485486455267,Blue,0.8000000000000002
2499,16,36,18,Blue,0.3639485486455267,Blue,0.8000000000000002
2500,16,36,20,Blue,0.3639485486455267,Blue,0.8000000000000002
2501,16,36,22,Blue,0.3639485486455267,Blue,0.8000000000000002
2502,16,36,24,Blue,0.3639485486455267,Blue,0.8000000000000002
2503,16,36,26,Blue,0.3639485486455267,Blue,0.8000000000000002
2504,16,36,28,Blue,0.3639485486455267,Blue,0.8000000000000002
2505,16,42,0,Orange,0.3485681606606468,Orange,0.6000000000000001
2506,16,42,2,Orange,0.3485681606606468,Orange,0.6000000000000001
2507,16,42,4,Blue,0.34876718623448544,Orange,0.6857191839533688
2508,16,42,6,Blue,0.3616263423117015,Blue,0.8
2509,16,42,8,Blue,0.3647242524106136,Blue,0.7999999999999999
2510,16,42,10,Blue,0.36593728404709114,Blue,0.8000000000000002
2511,16,42,12,Blue,0.36587522907295855,Blue,0.7999999999999999
2512,16,42,14,Blue,0.36516760230074835,Blue,0.8
2513,16,42,16,Blue,0.36516760230074835,Blue,0.8
2514,16,42,18,Blue,0.36516760230074835,Blue,0.8
2515,16,42,20,Blue,0.36516760230074835,Blue,0.8
2516,16,42,22,Blue,0.36516760230074835,Blue,0.8
2517,16,42,24,Blue,0.36516760230074835,Blue,0.8
2518,16,42,26,Blue,0.36516760230074835,Blue,0.8
2519,16,42,28,Blue,0.36516760230074835,Blue,0.8
2520,16,48,0,Orange,0.3491118884210196,Orange,0.6000000000000001
2521,16,48,2,Orange,0.3491118884210196,Orange,0.6000000000000001
2522,16,48,4,Blue,0.3487671862344855,Orange,0.6857191839533688
2523,16,48,6,Blue,0.3623273035317174,Blue,0.8
2524,16,48,8,Blue,0.36533366057697464,Blue,0.7999999999999999
